id,age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,product_name,promotion_usage,satisfaction_score
4790,33,Male,16778,College,North,Regular,rare,4175,Electronics,Apple iPhone 15 Pro,0,5
4791,31,Female,27289,College,South,Gold,occasional,10625,Electronics,Samsung Galaxy S24,0,4
4792,32,Male,16307,Bachelor,North,Regular,frequent,7268,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
4793,27,Male,49170,Bachelor,West,Silver,frequent,20370,Clothing,Adidas Essentials Logo T-shirt,0,6
4794,33,Male,40540,HighSchool,East,Silver,frequent,13919,Electronics,Apple iPhone 15 Pro,1,5
4795,16,Male,43414,Bachelor,North,Gold,occasional,16509,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
4796,35,Male,39375,College,South,Regular,rare,12079,Electronics,Google Pixel 8,0,3
4797,31,Female,13533,HighSchool,West,Gold,rare,4607,Food,Hershey's Milk Chocolate Bar,0,3
4798,28,Female,5981,Bachelor,East,Silver,frequent,1761,Food,Cadbury Dairy Milk Chocolate Bar,0,4
4799,32,Male,17350,College,East,Regular,rare,7767,Food,Oishi Prawn Crackers - Spicy Flavor,1,7
4800,25,Female,48161,College,North,Silver,rare,13859,Electronics,Samsung Galaxy S24,0,5
4801,27,Female,31684,College,North,Regular,frequent,8715,Health,Panadol Extra Tablets,0,6
4802,30,Male,40775,Bachelor,East,Regular,frequent,18438,Clothing,Nike Sportswear Club T-shirt,1,6
4803,23,Female,33592,College,East,Regular,occasional,15162,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
4804,30,Male,42424,College,South,Silver,frequent,14550,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,6
4805,30,Male,40970,Masters,West,Silver,occasional,11963,Health,Tylenol Extra Strength Caplets,0,4
4806,29,Female,38720,HighSchool,West,Regular,rare,11911,Clothing,Nike Sportswear Club T-shirt,0,5
4807,24,Female,17037,HighSchool,East,Silver,rare,6157,Home,Sunhouse Rice Cooker,0,5
4808,35,Female,19354,College,West,Silver,frequent,7479,Health,Panadol Extra Tablets,0,5
4809,23,Female,47317,College,North,Gold,frequent,15988,Health,Tylenol Extra Strength Caplets,1,4
4810,23,Female,47491,College,West,Regular,occasional,15419,Clothing,Nike Sportswear Club T-shirt,1,5
4811,27,Female,48886,College,North,Regular,occasional,15588,Food,Cadbury Dairy Milk Chocolate Bar,0,7
4812,37,Female,27094,Bachelor,South,Regular,rare,7255,Books,The Girl on the Train - Paula Hawkins,0,5
4813,30,Male,39087,HighSchool,East,Silver,frequent,12623,Electronics,Google Pixel 8,1,4
4814,31,Female,41292,Bachelor,West,Regular,rare,15320,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,6
4815,29,Male,12972,HighSchool,West,Regular,rare,5015,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,4
4816,31,Female,45035,Bachelor,South,Regular,rare,15198,Books,How to Win Friends and Influence People - Dale Carnegie,0,5
4817,33,Male,31137,College,East,Regular,rare,9736,Clothing,Nike Sportswear Club T-shirt,0,4
4818,33,Female,15264,HighSchool,West,Silver,occasional,6033,Electronics,Samsung Galaxy S24,1,5
4819,36,Female,16551,HighSchool,East,Gold,occasional,6907,Food,Milka Alpine Milk Chocolate Bar,0,6
4820,27,Male,27362,HighSchool,East,Regular,occasional,9598,Electronics,Apple iPhone 15 Pro,1,6
4821,29,Male,39420,College,North,Regular,rare,13669,Books,The Silent Patient - Alex Michaelides,0,6
4822,32,Female,30620,HighSchool,North,Gold,rare,9212,Home,Panasonic Blender,0,6
4823,34,Male,31286,College,South,Regular,rare,10765,Beauty,Cetaphil Gentle Skin Cleanser,0,8
4824,29,Male,37784,Bachelor,West,Regular,rare,14394,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,7
4825,33,Female,10904,Masters,South,Gold,rare,3498,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
4826,28,Male,20244,Bachelor,South,Regular,rare,6303,Clothing,Adidas Essentials Logo T-shirt,1,5
4827,28,Female,14205,HighSchool,West,Regular,rare,4299,Books,The Girl on the Train - Paula Hawkins,0,3
4828,35,Female,18509,Bachelor,East,Silver,occasional,7456,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,7
4829,22,Male,6900,College,North,Regular,frequent,2208,Health,Efferalgan Tablets,0,6
4830,31,Female,43845,HighSchool,North,Regular,rare,15490,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
4831,34,Male,21066,Masters,North,Silver,rare,7044,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
4832,28,Female,23337,Masters,East,Regular,occasional,9004,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,6
4833,33,Male,35924,Bachelor,South,Regular,rare,10676,Health,Centrum Adults Multivitamin,0,3
4834,27,Female,9841,HighSchool,North,Silver,occasional,3749,Electronics,Apple iPhone 15 Pro,0,4
4835,31,Female,23818,College,West,Regular,rare,8719,Food,Oishi Prawn Crackers - Spicy Flavor,1,5
4836,30,Male,33221,Masters,West,Regular,frequent,10185,Clothing,Adidas Essentials Logo T-shirt,0,6
4837,30,Male,19682,HighSchool,West,Regular,frequent,6833,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
4838,24,Male,16226,Bachelor,East,Silver,rare,4627,Electronics,Samsung Galaxy S24,0,5
4839,29,Female,19751,Bachelor,West,Regular,occasional,5643,Home,Panasonic Rice Cooker,0,5
4840,26,Female,33095,College,East,Regular,frequent,11842,Books,The Girl on the Train - Paula Hawkins,1,6
4841,28,Male,35687,College,North,Regular,occasional,10764,Books,Gone Girl - Gillian Flynn,1,5
4842,35,Female,29118,College,West,Regular,rare,10336,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,7
4843,27,Female,21592,HighSchool,East,Regular,occasional,7888,Electronics,Apple iPhone 15 Pro,1,6
4844,30,Female,43653,Masters,South,Silver,occasional,15588,Food,Pringles Original Potato Crisps,0,5
4845,30,Female,34783,College,West,Regular,rare,11976,Food,Milka Alpine Milk Chocolate Bar,0,4
4846,29,Female,46530,Bachelor,East,Regular,rare,11308,Books,The Silent Patient - Alex Michaelides,1,4
4847,34,Female,45539,HighSchool,South,Gold,rare,16010,Books,The Girl on the Train - Paula Hawkins,0,3
4848,30,Male,46059,College,West,Silver,rare,14969,Health,Tylenol Extra Strength Caplets,1,6
4849,31,Female,17693,College,North,Regular,frequent,6732,Electronics,Apple iPhone 15 Pro,0,4
4850,26,Male,28935,College,East,Regular,occasional,10624,Electronics,Google Pixel 8,0,6
4851,28,Male,34900,Bachelor,South,Gold,rare,11431,Health,One A Day Men's/Women's Formula,0,7
4852,27,Female,23637,College,East,Regular,occasional,9332,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
4853,32,Female,46835,Bachelor,West,Regular,frequent,17272,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,1,4
4854,35,Female,13455,Bachelor,West,Regular,frequent,4841,Health,Panadol Extra Tablets,1,5
4855,28,Male,17310,HighSchool,West,Regular,rare,6776,Health,Blackmores Multivitamin For Adults,0,5
4856,20,Female,49740,Bachelor,South,Regular,rare,19068,Clothing,Adidas Essentials Logo T-shirt,1,5
4857,26,Female,16768,Bachelor,North,Silver,occasional,7563,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,6
4858,26,Female,49441,HighSchool,South,Regular,occasional,17411,Beauty,Maybelline Fit Me Matte + Poreless Foundation,1,7
4859,35,Female,9381,College,North,Regular,occasional,2996,Electronics,Samsung Galaxy S24,0,5
4860,31,Female,41799,Masters,East,Regular,occasional,16035,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,5
4861,37,Male,42665,College,East,Silver,rare,16065,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,4
4862,32,Female,44699,Bachelor,East,Regular,occasional,16406,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,1,5
4863,23,Female,42974,College,East,Regular,occasional,13536,Food,Milka Alpine Milk Chocolate Bar,1,6
4864,32,Female,5443,Masters,South,Regular,occasional,2119,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,1,7
4865,27,Female,37013,Masters,West,Silver,occasional,16040,Food,Pringles Original Potato Crisps,0,5
4866,30,Male,28386,HighSchool,North,Gold,rare,9591,Food,Hershey's Milk Chocolate Bar,1,6
4867,30,Male,11951,Bachelor,East,Regular,rare,3827,Books,The Girl on the Train - Paula Hawkins,0,4
4868,29,Male,20574,Bachelor,South,Silver,rare,7861,Electronics,Apple iPhone 15 Pro,1,5
4869,29,Female,6374,HighSchool,South,Regular,rare,2169,Home,Sunhouse Rice Cooker,1,7
4870,39,Male,23409,College,West,Gold,rare,6603,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,4
4871,37,Male,45434,Bachelor,East,Regular,occasional,18046,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,1,6
4872,26,Male,34667,College,North,Regular,rare,9902,Electronics,Samsung Galaxy S24,0,6
4873,31,Male,39700,Bachelor,South,Silver,rare,14402,Books,The Girl on the Train - Paula Hawkins,0,6
4874,35,Female,7776,HighSchool,North,Regular,rare,2621,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,4
4875,35,Male,8556,College,South,Silver,rare,2923,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,6
4876,26,Female,9781,College,East,Silver,frequent,2610,Home,Sunhouse Rice Cooker,0,5
4877,36,Female,30282,College,East,Gold,rare,11381,Clothing,Nike Sportswear Club T-shirt,0,3
4878,27,Female,47486,HighSchool,West,Regular,frequent,20369,Health,One A Day Men's/Women's Formula,0,6
4879,31,Male,16876,HighSchool,East,Regular,occasional,5037,Clothing,Nike Sportswear Club T-shirt,0,6
4880,31,Female,21475,HighSchool,East,Regular,rare,8216,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,4
4881,21,Female,21973,College,East,Silver,rare,7368,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
4882,29,Female,22631,College,West,Regular,rare,8687,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,7
4883,21,Male,22449,HighSchool,West,Regular,rare,7379,Food,Cadbury Dairy Milk Chocolate Bar,1,6
4884,21,Female,9822,College,North,Regular,rare,3540,Health,Panadol Extra Tablets,0,6
4885,31,Female,35086,College,North,Regular,rare,10417,Food,Lay's Potato Chips - Classic Flavor,0,4
4886,32,Female,28946,Bachelor,West,Silver,occasional,11880,Clothing,Nike Sportswear Club T-shirt,1,5
4887,34,Female,14359,HighSchool,East,Silver,frequent,4750,Clothing,Nike Sportswear Club T-shirt,0,4
4888,32,Female,46306,College,West,Regular,rare,17257,Health,Blackmores Multivitamin For Adults,1,6
4889,27,Female,30611,Bachelor,East,Regular,rare,10439,Books,The Silent Patient - Alex Michaelides,0,5
4890,26,Male,49548,College,West,Regular,rare,17310,Food,Oishi Prawn Crackers - Spicy Flavor,0,4
4891,34,Female,22765,Masters,East,Regular,occasional,7663,Clothing,Adidas Essentials Logo T-shirt,1,5
4892,36,Female,27620,Bachelor,North,Regular,rare,7181,Food,Cadbury Dairy Milk Chocolate Bar,1,5
4893,34,Male,22622,Masters,West,Regular,rare,8994,Electronics,Google Pixel 8,0,5
4894,31,Male,29630,College,North,Gold,rare,11206,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,6
4895,30,Male,6717,Bachelor,South,Regular,occasional,2003,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,5
4896,37,Female,24753,Bachelor,East,Silver,rare,8904,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,4
4897,19,Female,47646,Bachelor,East,Regular,occasional,14457,Food,Cadbury Dairy Milk Chocolate Bar,0,5
4898,34,Male,30789,Bachelor,East,Gold,rare,12224,Beauty,Cetaphil Gentle Skin Cleanser,1,5
4899,29,Female,32331,College,South,Silver,frequent,10565,Books,Atomic Habits - James Clear,0,5
4900,25,Female,14759,Bachelor,East,Regular,rare,5431,Food,Cadbury Dairy Milk Chocolate Bar,0,5
4901,34,Male,7488,HighSchool,East,Regular,rare,2847,Electronics,Apple iPhone 15 Pro,0,5
4902,26,Female,7757,HighSchool,North,Regular,rare,2329,Electronics,Apple iPhone 15 Pro,0,5
4903,32,Male,47145,Bachelor,East,Silver,rare,17374,Food,Pringles Original Potato Crisps,0,5
4904,31,Male,34441,HighSchool,West,Regular,rare,12747,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
4905,31,Female,25824,HighSchool,West,Regular,rare,7789,Health,Blackmores Multivitamin For Adults,0,5
4906,22,Female,33836,College,East,Regular,occasional,11726,Books,The Silent Patient - Alex Michaelides,1,5
4907,31,Male,20972,College,North,Regular,rare,10355,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,6
4908,28,Male,42690,Bachelor,East,Regular,frequent,13813,Books,The Girl on the Train - Paula Hawkins,1,6
4909,27,Male,42196,Bachelor,West,Regular,rare,15084,Books,The Girl on the Train - Paula Hawkins,1,4
4910,25,Female,38221,HighSchool,West,Silver,rare,16889,Electronics,Apple iPhone 15 Pro,0,5
4911,25,Male,16210,Bachelor,West,Regular,rare,4478,Health,Tylenol Extra Strength Caplets,1,6
4912,26,Female,15363,College,South,Regular,occasional,4936,Electronics,Samsung Galaxy S24,1,5
4913,36,Male,46236,HighSchool,North,Silver,occasional,18745,Clothing,Levi's Women's 501 Original Fit Jeans,0,5
4914,33,Female,29267,College,North,Regular,occasional,10541,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,5
4915,31,Female,29604,College,West,Regular,occasional,9300,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,6
4916,38,Male,43023,Bachelor,East,Gold,occasional,16336,Health,One A Day Men's/Women's Formula,0,3
4917,37,Male,23458,College,West,Regular,rare,8219,Electronics,Samsung Galaxy S24,0,4
4918,34,Female,21938,College,East,Regular,rare,5731,Food,Pringles Original Potato Crisps,0,5
4919,25,Male,23149,Masters,East,Silver,occasional,7801,Health,One A Day Men's/Women's Formula,0,5
4920,36,Female,6437,Bachelor,North,Regular,occasional,2640,Books,The Silent Patient - Alex Michaelides,0,5
4921,29,Male,12644,College,South,Regular,frequent,5575,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,0,4
4922,29,Female,25807,College,South,Silver,rare,8701,Electronics,Apple iPhone 15 Pro,1,4
4923,31,Female,22146,College,East,Silver,occasional,7774,Food,Oishi Prawn Crackers - Spicy Flavor,0,3
4924,30,Male,46331,HighSchool,West,Regular,frequent,18967,Beauty,Cerave Hydrating Facial Cleanser,0,6
4925,28,Female,8288,College,North,Regular,rare,3280,Home,Philips Blender,1,6
4926,33,Male,49552,College,West,Regular,rare,17926,Food,Cadbury Dairy Milk Chocolate Bar,0,5
4927,28,Male,46586,Bachelor,South,Regular,occasional,16217,Home,Sunhouse Rice Cooker,1,4
4928,27,Female,46166,Bachelor,South,Gold,frequent,17712,Books,The Silent Patient - Alex Michaelides,0,5
4929,29,Female,39041,College,South,Regular,occasional,11828,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,5
4930,27,Male,36305,College,South,Regular,frequent,12249,Books,How to Win Friends and Influence People - Dale Carnegie,0,5
4931,31,Male,25981,College,West,Regular,occasional,9846,Electronics,Samsung Galaxy S24,0,5
4932,30,Female,43295,College,West,Silver,frequent,16501,Food,Pringles Original Potato Crisps,0,2
4933,29,Male,18950,HighSchool,East,Regular,occasional,5458,Books,The 7 Habits of Highly Effective People - Stephen Covey,1,8
4934,32,Female,32900,HighSchool,South,Regular,rare,11437,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,4
4935,22,Female,6483,Bachelor,East,Regular,rare,2279,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
4936,31,Female,24779,College,North,Silver,occasional,7276,Clothing,Nike Sportswear Club T-shirt,1,5
4937,34,Female,6554,HighSchool,West,Regular,frequent,2474,Food,Lay's Potato Chips - Classic Flavor,0,5
4938,34,Female,27914,Bachelor,South,Regular,rare,10795,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,6
4939,40,Female,10266,College,West,Regular,occasional,3506,Clothing,Nike Sportswear Club T-shirt,1,4
4940,27,Female,34242,College,North,Regular,frequent,13809,Food,Pringles Original Potato Crisps,0,6
4941,26,Female,40968,Bachelor,South,Silver,rare,14581,Electronics,Samsung Galaxy S24,0,7
4942,31,Male,25949,Masters,East,Regular,rare,11059,Food,Oishi Prawn Crackers - Spicy Flavor,1,6
4943,22,Female,22220,Bachelor,North,Regular,occasional,9237,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,4
4944,35,Female,18290,HighSchool,North,Silver,rare,6049,Books,Atomic Habits - James Clear,1,5
4945,25,Male,23625,Bachelor,South,Regular,frequent,7687,Food,Lay's Potato Chips - Classic Flavor,0,5
4946,32,Female,46677,College,South,Silver,rare,14228,Food,Cadbury Dairy Milk Chocolate Bar,0,3
4947,28,Male,27879,HighSchool,East,Regular,rare,9754,Home,Toshiba Rice Cooker,0,3
4948,19,Female,43284,HighSchool,East,Regular,occasional,14692,Food,Milka Alpine Milk Chocolate Bar,0,4
4949,31,Female,16509,College,East,Silver,occasional,5357,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
4950,25,Male,9421,College,East,Regular,rare,3120,Books,Atomic Habits - James Clear,0,6
4951,34,Female,28537,HighSchool,South,Gold,rare,9820,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,3
4952,19,Male,21854,College,South,Regular,rare,6460,Electronics,Samsung Galaxy S24,0,5
4953,29,Female,33931,College,West,Regular,occasional,14656,Food,Pringles Original Potato Crisps,0,4
4954,25,Female,38215,Bachelor,South,Regular,rare,13230,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,5
4955,35,Male,40397,College,East,Regular,rare,11676,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,6
4956,27,Female,8934,Bachelor,West,Gold,occasional,2816,Food,Milka Alpine Milk Chocolate Bar,1,3
4957,34,Female,9399,College,South,Regular,occasional,2868,Electronics,Samsung Galaxy S24,1,6
4958,28,Male,27406,HighSchool,East,Regular,rare,8248,Electronics,Samsung Galaxy S24,1,6
4959,31,Female,22093,College,West,Regular,occasional,8241,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,4
4960,37,Female,16939,College,South,Regular,rare,6440,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,5
4961,27,Female,34860,Masters,North,Regular,occasional,13500,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,6
4962,38,Male,48277,Masters,East,Silver,occasional,16579,Health,Blackmores Multivitamin For Adults,0,5
4963,34,Male,20320,College,West,Regular,rare,7765,Clothing,Adidas Essentials Logo T-shirt,0,6
4964,36,Female,15103,College,West,Silver,rare,4569,Health,Centrum Adults Multivitamin,0,5
4965,20,Male,13085,College,South,Regular,rare,4748,Beauty,Maybelline Fit Me Matte + Poreless Foundation,1,6
4966,29,Female,30577,Bachelor,North,Silver,frequent,13947,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,4
4967,23,Female,49884,HighSchool,North,Silver,occasional,12842,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,4
4968,33,Female,38518,Bachelor,North,Silver,rare,12911,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,6
4969,35,Female,12978,College,East,Gold,occasional,4155,Home,Toshiba Rice Cooker,1,6
4970,27,Male,8887,Bachelor,East,Gold,occasional,2959,Books,Gone Girl - Gillian Flynn,0,5
4971,28,Male,46457,Masters,East,Regular,rare,13417,Clothing,Adidas Essentials Logo T-shirt,0,5
4972,23,Female,29924,Masters,South,Silver,rare,10270,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,4
4973,34,Female,10355,Bachelor,East,Regular,rare,3621,Food,Pringles Original Potato Crisps,0,5
4974,37,Female,33980,HighSchool,East,Regular,rare,12238,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
4975,22,Male,26613,Masters,South,Regular,frequent,6911,Health,Blackmores Multivitamin For Adults,1,6
4976,22,Male,29801,HighSchool,West,Regular,frequent,11094,Books,Atomic Habits - James Clear,0,3
4977,35,Female,12281,HighSchool,West,Regular,frequent,4746,Books,Atomic Habits - James Clear,0,6
4978,36,Male,15484,College,East,Silver,occasional,5357,Clothing,Nike Sportswear Club T-shirt,0,3
4979,32,Female,40247,Masters,East,Regular,rare,12361,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,5
4980,31,Male,6574,College,East,Silver,occasional,2002,Books,Gone Girl - Gillian Flynn,0,4
4981,27,Male,36360,College,North,Regular,rare,15159,Books,Atomic Habits - James Clear,0,4
4982,32,Male,22583,Masters,South,Silver,occasional,5553,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,5
4983,28,Male,32909,Bachelor,West,Regular,frequent,11688,Food,Pringles Original Potato Crisps,0,4
4984,39,Female,46861,Masters,South,Regular,occasional,12604,Electronics,Apple iPhone 15 Pro,0,5
4985,28,Male,25334,College,East,Regular,frequent,9104,Health,Tylenol Extra Strength Caplets,0,6
4986,16,Female,49677,Bachelor,East,Silver,rare,20094,Food,Cadbury Dairy Milk Chocolate Bar,1,5
4987,32,Female,19403,College,East,Regular,occasional,6670,Home,Panasonic Blender,0,5
4988,24,Female,15641,College,East,Regular,rare,5857,Electronics,Google Pixel 8,0,6
4989,34,Male,28716,College,East,Regular,rare,8641,Clothing,Nike Sportswear Club T-shirt,0,7
4990,23,Male,11842,College,East,Regular,occasional,4241,Home,Philips Blender,0,5
4991,29,Female,39665,Bachelor,South,Silver,occasional,13408,Health,Blackmores Multivitamin For Adults,0,4
4992,32,Male,14791,Bachelor,West,Silver,rare,5231,Clothing,Nike Sportswear Club T-shirt,0,6
4993,29,Female,26001,Bachelor,North,Regular,rare,9379,Electronics,Google Pixel 8,0,5
4994,21,Male,12747,Bachelor,West,Regular,occasional,4309,Electronics,Google Pixel 8,0,5
4995,24,Female,25872,Bachelor,South,Silver,frequent,9502,Electronics,Samsung Galaxy S24,0,5
4996,26,Female,9818,College,North,Regular,occasional,4649,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,4
4997,37,Male,37883,College,West,Regular,occasional,12709,Books,How to Win Friends and Influence People - Dale Carnegie,1,4
4998,29,Female,49523,Masters,West,Silver,occasional,15606,Health,Efferalgan Tablets,0,6
4999,36,Male,6201,Bachelor,North,Regular,occasional,2128,Health,Centrum Adults Multivitamin,0,4
5000,31,Male,35477,Bachelor,South,Gold,occasional,13746,Books,Atomic Habits - James Clear,0,6
5001,28,Male,22772,Bachelor,North,Silver,occasional,7303,Electronics,Google Pixel 8,0,5
5002,35,Female,27693,College,South,Regular,rare,11851,Health,Centrum Adults Multivitamin,0,5
5003,25,Female,39494,Bachelor,South,Regular,occasional,17400,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,3
5004,37,Female,14902,Bachelor,North,Regular,frequent,5021,Electronics,Google Pixel 8,0,6
5005,34,Female,39072,Bachelor,South,Regular,rare,11568,Clothing,Nike Sportswear Club T-shirt,1,4
5006,31,Male,48734,HighSchool,South,Silver,rare,17486,Clothing,Nike Sportswear Club T-shirt,0,5
5007,33,Female,5098,HighSchool,East,Regular,rare,2083,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,6
5008,31,Female,24756,Bachelor,East,Regular,frequent,7615,Food,Pringles Original Potato Crisps,0,3
5009,28,Male,43665,Masters,West,Regular,frequent,13635,Health,One A Day Men's/Women's Formula,0,4
5010,28,Male,26273,College,East,Regular,occasional,8759,Home,Tefal Blender,0,5
5011,27,Male,20464,College,East,Regular,rare,6519,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,4
5012,36,Female,19635,HighSchool,South,Silver,occasional,8018,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,1,6
5013,33,Male,18023,Masters,West,Regular,occasional,7725,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
5014,30,Female,33164,College,West,Silver,rare,13174,Food,Pringles Original Potato Crisps,0,3
5015,25,Male,40504,Masters,East,Regular,occasional,13621,Food,Hershey's Milk Chocolate Bar,1,4
5016,31,Male,47050,College,East,Regular,occasional,17495,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
5017,25,Female,10527,Bachelor,East,Regular,rare,3910,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,1,6
5018,26,Female,42809,HighSchool,West,Regular,rare,16557,Clothing,Levi's Women's 501 Original Fit Jeans,1,4
5019,39,Female,45966,Masters,East,Silver,occasional,10265,Clothing,Nike Sportswear Club T-shirt,1,6
5020,24,Female,43383,HighSchool,South,Regular,frequent,15350,Books,The Girl on the Train - Paula Hawkins,1,5
5021,26,Female,12503,College,West,Silver,occasional,4384,Beauty,Cerave Hydrating Facial Cleanser,0,3
5022,27,Female,26889,College,South,Regular,rare,10915,Clothing,Adidas Essentials Logo T-shirt,1,3
5023,27,Male,14572,Bachelor,East,Regular,rare,5425,Electronics,Google Pixel 8,0,4
5024,25,Female,14768,HighSchool,North,Regular,rare,5926,Health,Efferalgan Tablets,0,4
5025,29,Male,14125,Bachelor,East,Regular,occasional,4470,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
5026,25,Female,29985,Bachelor,South,Silver,rare,12817,Health,Tylenol Extra Strength Caplets,0,5
5027,36,Male,7735,College,East,Regular,rare,2896,Books,How to Win Friends and Influence People - Dale Carnegie,0,5
5028,31,Male,8011,Bachelor,North,Silver,rare,2570,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,5
5029,34,Male,45084,Bachelor,South,Regular,occasional,13933,Food,Lay's Potato Chips - Classic Flavor,0,5
5030,24,Male,18098,College,West,Silver,frequent,6830,Food,Oishi Prawn Crackers - Spicy Flavor,0,4
5031,30,Female,44280,Bachelor,North,Silver,rare,15006,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,5
5032,32,Male,45810,College,West,Gold,frequent,15840,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,5
5033,30,Female,38253,HighSchool,West,Silver,occasional,13972,Electronics,Apple iPhone 15 Pro,0,5
5034,30,Female,49030,College,North,Silver,occasional,15103,Books,How to Win Friends and Influence People - Dale Carnegie,1,5
5035,25,Male,9960,HighSchool,East,Regular,occasional,2945,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
5036,27,Male,7783,College,South,Silver,occasional,2283,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,1,5
5037,28,Male,41746,College,West,Regular,frequent,13055,Electronics,Samsung Galaxy S24,0,6
5038,26,Male,8117,HighSchool,East,Regular,occasional,2602,Clothing,Adidas Essentials Logo T-shirt,1,6
5039,33,Male,7452,College,South,Regular,rare,2420,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,1,5
5040,38,Male,5726,Bachelor,South,Regular,occasional,2500,Books,Gone Girl - Gillian Flynn,0,5
5041,36,Female,12061,Bachelor,South,Silver,frequent,4820,Books,The Girl on the Train - Paula Hawkins,1,4
5042,32,Male,26088,College,East,Regular,frequent,8976,Clothing,Levi's Women's 501 Original Fit Jeans,1,6
5043,29,Male,23056,Bachelor,North,Silver,frequent,5909,Food,Cadbury Dairy Milk Chocolate Bar,1,5
5044,33,Male,30126,HighSchool,East,Silver,rare,10083,Food,Oishi Prawn Crackers - Spicy Flavor,0,3
5045,26,Female,24842,College,West,Gold,occasional,8993,Health,Blackmores Multivitamin For Adults,1,4
5046,31,Male,48091,Bachelor,West,Regular,rare,12634,Food,Cadbury Dairy Milk Chocolate Bar,0,5
5047,31,Female,40914,Bachelor,North,Gold,rare,12879,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,4
